Area,Age,M/F,Cause of death or injury,Measure,"Value per 100,000",Lower bound,Upper bound
Jammu & Kashmir and Ladakh,15-49 years,Male,Other non-communicable diseases,Affected,82.53461765,61.647166,109.804401
Jharkhand,15-49 years,Male,Other non-communicable diseases,Affected rank,17,,
Jharkhand,15-49 years,Male,Other non-communicable diseases,Affected,134.6484543,101.8633732,173.175941
Karnataka,15-49 years,Male,Other non-communicable diseases,Affected rank,15,,
Karnataka,15-49 years,Male,Other non-communicable diseases,Affected,522.0839799,402.648311,656.3635386
Kerala,15-49 years,Male,Other non-communicable diseases,Affected rank,11,,
Kerala,15-49 years,Male,Other non-communicable diseases,Affected,199.075877,116.6177104,265.8986736
Madhya Pradesh,15-49 years,Male,Other non-communicable diseases,Affected rank,13,,
Madhya Pradesh,15-49 years,Male,Other non-communicable diseases,Affected,877.9984423,630.0174174,1348.054188
Maharashtra,15-49 years,Male,Other non-communicable diseases,Affected rank,15,,
Maharashtra,15-49 years,Male,Other non-communicable diseases,Affected,899.9252091,716.4493781,1100.639401
Manipur,15-49 years,Male,Other non-communicable diseases,Affected rank,15,,
Manipur,15-49 years,Male,Other non-communicable diseases,Affected,22.99335038,16.52687946,32.21944743
Meghalaya,15-49 years,Male,Other non-communicable diseases,Affected rank,15,,
Meghalaya,15-49 years,Male,Other non-communicable diseases,Affected,22.5270937,15.72744673,33.10715087
Mizoram,15-49 years,Male,Other non-communicable diseases,Affected rank,16,,
Mizoram,15-49 years,Male,Other non-communicable diseases,Affected,10.20521291,6.824851373,15.08710486
Nagaland,15-49 years,Male,Other non-communicable diseases,Affected rank,14,,
Nagaland,15-49 years,Male,Other non-communicable diseases,Affected,13.52334612,9.36893823,18.6930539
Odisha,15-49 years,Male,Other non-communicable diseases,Affected rank,12,,
Odisha,15-49 years,Male,Other non-communicable diseases,Affected,663.5234518,394.3142124,926.8264616
Other Union Territories,15-49 years,Male,Other non-communicable diseases,Affected rank,15,,
Other Union Territories,15-49 years,Male,Other non-communicable diseases,Affected,27.46051604,19.61056804,37.97964276
Punjab,15-49 years,Male,Other non-communicable diseases,Affected rank,12,,
Punjab,15-49 years,Male,Other non-communicable diseases,Affected,298.7268874,229.6201372,380.1359823
Rajasthan,15-49 years,Male,Other non-communicable diseases,Affected rank,14,,
Rajasthan,15-49 years,Male,Other non-communicable diseases,Affected,688.731328,514.9447117,901.8972695
Sikkim,15-49 years,Male,Other non-communicable diseases,Affected rank,14,,
Sikkim,15-49 years,Male,Other non-communicable diseases,Affected,4.344779247,3.047242922,6.428870897
Tamil Nadu,15-49 years,Male,Other non-communicable diseases,Affected rank,14,,
Tamil Nadu,15-49 years,Male,Other non-communicable diseases,Affected,642.1215869,449.1982084,820.6871186
Telangana,15-49 years,Male,Other non-communicable diseases,Affected rank,16,,
Telangana,15-49 years,Male,Other non-communicable diseases,Affected,287.1606728,189.4770107,409.3106952
Tripura,15-49 years,Male,Other non-communicable diseases,Affected rank,15,,
Tripura,15-49 years,Male,Other non-communicable diseases,Affected,31.46651425,22.30413201,44.93823714
Uttar Pradesh,15-49 years,Male,Other non-communicable diseases,Affected rank,14,,
Uttar Pradesh,15-49 years,Male,Other non-communicable diseases,Affected,2216.754335,1640.89797,3032.255246
Uttarakhand,15-49 years,Male,Other non-communicable diseases,Affected rank,14,,
Uttarakhand,15-49 years,Male,Other non-communicable diseases,Affected,182.2408063,129.0943733,237.4372935
West Bengal,15-49 years,Male,Other non-communicable diseases,Affected rank,13,,
West Bengal,15-49 years,Male,Other non-communicable diseases,Affected,642.3631835,490.4026843,826.9132168
Andhra Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Andhra Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected,20.75681461,13.54162872,29.00094664
Arunachal Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Arunachal Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected,1.561621439,1.015045924,2.240711766
Assam,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Assam,15-49 years,Male,Skin and subcutaneous diseases,Affected,36.87144164,26.9972161,49.79500595
Bihar,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Bihar,15-49 years,Male,Skin and subcutaneous diseases,Affected,56.95797871,37.68964015,82.61549538
Chhattisgarh,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Chhattisgarh,15-49 years,Male,Skin and subcutaneous diseases,Affected,89.52307747,57.49970132,130.5520492
Delhi,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Delhi,15-49 years,Male,Skin and subcutaneous diseases,Affected,12.58378661,8.455139076,18.67423641
Goa,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Goa,15-49 years,Male,Skin and subcutaneous diseases,Affected,0.27471237,0.166757668,0.425637099
Gujarat,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Gujarat,15-49 years,Male,Skin and subcutaneous diseases,Affected,70.48409593,54.40269639,89.32187176
Haryana,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Haryana,15-49 years,Male,Skin and subcutaneous diseases,Affected,29.77577456,19.61995032,43.2782144
Himachal Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Himachal Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected,8.457026599,6.368593373,11.24283252
Jammu & Kashmir and Ladakh,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,20,,
Jammu & Kashmir and Ladakh,15-49 years,Male,Skin and subcutaneous diseases,Affected,2.063129297,1.412070731,2.963004877
Jharkhand,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Jharkhand,15-49 years,Male,Skin and subcutaneous diseases,Affected,20.62906469,14.31753464,29.33346988
Karnataka,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Karnataka,15-49 years,Male,Skin and subcutaneous diseases,Affected,50.56089021,36.43265372,67.72318521
Kerala,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Kerala,15-49 years,Male,Skin and subcutaneous diseases,Affected,15.96118275,11.92795075,21.60597421
Madhya Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Madhya Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected,142.8225089,107.1778902,193.1326886
Maharashtra,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Maharashtra,15-49 years,Male,Skin and subcutaneous diseases,Affected,164.9040405,122.0944105,218.9685891
Manipur,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Manipur,15-49 years,Male,Skin and subcutaneous diseases,Affected,1.19652708,0.779273275,1.751095174
Meghalaya,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Meghalaya,15-49 years,Male,Skin and subcutaneous diseases,Affected,2.560878621,1.637860175,3.884403427
Mizoram,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Mizoram,15-49 years,Male,Skin and subcutaneous diseases,Affected,1.70419418,0.960004769,2.737133726
Nagaland,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Nagaland,15-49 years,Male,Skin and subcutaneous diseases,Affected,5.422070193,3.526825378,7.675313392
Odisha,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Odisha,15-49 years,Male,Skin and subcutaneous diseases,Affected,92.97784475,67.67957047,124.2019052
Other Union Territories,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Other Union Territories,15-49 years,Male,Skin and subcutaneous diseases,Affected,2.521439647,1.697464689,3.604757643
Punjab,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Punjab,15-49 years,Male,Skin and subcutaneous diseases,Affected,23.4544812,17.33318278,30.86827909
Rajasthan,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Rajasthan,15-49 years,Male,Skin and subcutaneous diseases,Affected,54.79898737,35.05632729,78.5569012
Sikkim,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,19,,
Sikkim,15-49 years,Male,Skin and subcutaneous diseases,Affected,0.064580986,0.040749648,0.104519577
Tamil Nadu,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Tamil Nadu,15-49 years,Male,Skin and subcutaneous diseases,Affected,50.32651067,35.92348416,68.90270897
Telangana,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Telangana,15-49 years,Male,Skin and subcutaneous diseases,Affected,21.3870712,14.11706927,30.82499506
Tripura,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Tripura,15-49 years,Male,Skin and subcutaneous diseases,Affected,3.689424162,2.498667471,5.281827337
Uttar Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Uttar Pradesh,15-49 years,Male,Skin and subcutaneous diseases,Affected,364.0732469,271.3561912,481.6670783
Uttarakhand,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Uttarakhand,15-49 years,Male,Skin and subcutaneous diseases,Affected,19.29630088,11.85265975,28.31952122
West Bengal,15-49 years,Male,Skin and subcutaneous diseases,Affected rank,18,,
West Bengal,15-49 years,Male,Skin and subcutaneous diseases,Affected,100.6516242,71.3256797,136.8161004
Andhra Pradesh,15-49 years,Male,Sense organ diseases,Affected rank,,,
Andhra Pradesh,15-49 years,Male,Sense organ diseases,Affected,,,
Arunachal Pradesh,15-49 years,Male,Sense organ diseases,Affected rank,,,
Arunachal Pradesh,15-49 years,Male,Sense organ diseases,Affected,,,
Assam,15-49 years,Male,Sense organ diseases,Affected rank,,,
Assam,15-49 years,Male,Sense organ diseases,Affected,,,
Bihar,15-49 years,Male,Sense organ diseases,Affected rank,,,
Bihar,15-49 years,Male,Sense organ diseases,Affected,,,
Chhattisgarh,15-49 years,Male,Sense organ diseases,Affected rank,,,
Chhattisgarh,15-49 years,Male,Sense organ diseases,Affected,,,
Delhi,15-49 years,Male,Sense organ diseases,Affected rank,,,
Delhi,15-49 years,Male,Sense organ diseases,Affected,,,
Goa,15-49 years,Male,Sense organ diseases,Affected rank,,,
Goa,15-49 years,Male,Sense organ diseases,Affected,,,
Gujarat,15-49 years,Male,Sense organ diseases,Affected rank,,,
Gujarat,15-49 years,Male,Sense organ diseases,Affected,,,
Haryana,15-49 years,Male,Sense organ diseases,Affected rank,,,
Haryana,15-49 years,Male,Sense organ diseases,Affected,,,
Himachal Pradesh,15-49 years,Male,Sense organ diseases,Affected rank,,,
Himachal Pradesh,15-49 years,Male,Sense organ diseases,Affected,,,
Jammu & Kashmir and Ladakh,15-49 years,Male,Sense organ diseases,Affected rank,,,
Jammu & Kashmir and Ladakh,15-49 years,Male,Sense organ diseases,Affected,,,
Jharkhand,15-49 years,Male,Sense organ diseases,Affected rank,,,
Jharkhand,15-49 years,Male,Sense organ diseases,Affected,,,
Karnataka,15-49 years,Male,Sense organ diseases,Affected rank,,,
Karnataka,15-49 years,Male,Sense organ diseases,Affected,,,
Kerala,15-49 years,Male,Sense organ diseases,Affected rank,,,
Kerala,15-49 years,Male,Sense organ diseases,Affected,,,
Madhya Pradesh,15-49 years,Male,Sense organ diseases,Affected rank,,,
Madhya Pradesh,15-49 years,Male,Sense organ diseases,Affected,,,
Maharashtra,15-49 years,Male,Sense organ diseases,Affected rank,,,
Maharashtra,15-49 years,Male,Sense organ diseases,Affected,,,
Manipur,15-49 years,Male,Sense organ diseases,Affected rank,,,
Manipur,15-49 years,Male,Sense organ diseases,Affected,,,
Meghalaya,15-49 years,Male,Sense organ diseases,Affected rank,,,
Meghalaya,15-49 years,Male,Sense organ diseases,Affected,,,
Mizoram,15-49 years,Male,Sense organ diseases,Affected rank,,,
Mizoram,15-49 years,Male,Sense organ diseases,Affected,,,
Nagaland,15-49 years,Male,Sense organ diseases,Affected rank,,,
Nagaland,15-49 years,Male,Sense organ diseases,Affected,,,
Odisha,15-49 years,Male,Sense organ diseases,Affected rank,,,
Odisha,15-49 years,Male,Sense organ diseases,Affected,,,
Other Union Territories,15-49 years,Male,Sense organ diseases,Affected rank,,,
Other Union Territories,15-49 years,Male,Sense organ diseases,Affected,,,
Punjab,15-49 years,Male,Sense organ diseases,Affected rank,,,
Punjab,15-49 years,Male,Sense organ diseases,Affected,,,
Rajasthan,15-49 years,Male,Sense organ diseases,Affected rank,,,
Rajasthan,15-49 years,Male,Sense organ diseases,Affected,,,
Sikkim,15-49 years,Male,Sense organ diseases,Affected rank,,,
Sikkim,15-49 years,Male,Sense organ diseases,Affected,,,
Tamil Nadu,15-49 years,Male,Sense organ diseases,Affected rank,,,
Tamil Nadu,15-49 years,Male,Sense organ diseases,Affected,,,
Telangana,15-49 years,Male,Sense organ diseases,Affected rank,,,
Telangana,15-49 years,Male,Sense organ diseases,Affected,,,
Tripura,15-49 years,Male,Sense organ diseases,Affected rank,,,
Tripura,15-49 years,Male,Sense organ diseases,Affected,,,
Uttar Pradesh,15-49 years,Male,Sense organ diseases,Affected rank,,,
Uttar Pradesh,15-49 years,Male,Sense organ diseases,Affected,,,
Uttarakhand,15-49 years,Male,Sense organ diseases,Affected rank,,,
Uttarakhand,15-49 years,Male,Sense organ diseases,Affected,,,
West Bengal,15-49 years,Male,Sense organ diseases,Affected rank,,,
West Bengal,15-49 years,Male,Sense organ diseases,Affected,,,
Andhra Pradesh,15-49 years,Male,Transport injuries,Affected rank,4,,
Andhra Pradesh,15-49 years,Male,Transport injuries,Affected,3464.09162,2521.765069,4703.542402
Arunachal Pradesh,15-49 years,Male,Transport injuries,Affected rank,6,,
Arunachal Pradesh,15-49 years,Male,Transport injuries,Affected,104.7717561,76.04686803,140.9078041
Assam,15-49 years,Male,Transport injuries,Affected rank,6,,
Assam,15-49 years,Male,Transport injuries,Affected,2268.484759,1845.429041,2776.970633
Bihar,15-49 years,Male,Transport injuries,Affected rank,3,,
Bihar,15-49 years,Male,Transport injuries,Affected,7454.226147,5789.653816,9395.204525
Chhattisgarh,15-49 years,Male,Transport injuries,Affected rank,4,,
Chhattisgarh,15-49 years,Male,Transport injuries,Affected,3258.088641,2539.405776,4137.722729
Delhi,15-49 years,Male,Transport injuries,Affected rank,4,,
Delhi,15-49 years,Male,Transport injuries,Affected,1216.873167,908.433915,1590.532118
Goa,15-49 years,Male,Transport injuries,Affected rank,4,,
Goa,15-49 years,Male,Transport injuries,Affected,79.06406266,56.56737166,108.9517539
Gujarat,15-49 years,Male,Transport injuries,Affected rank,3,,
Gujarat,15-49 years,Male,Transport injuries,Affected,5734.710669,4674.663687,6822.610631
Haryana,15-49 years,Male,Transport injuries,Affected rank,3,,
Haryana,15-49 years,Male,Transport injuries,Affected,3004.126594,2435.057296,3616.684101
Himachal Pradesh,15-49 years,Male,Transport injuries,Affected rank,3,,
Himachal Pradesh,15-49 years,Male,Transport injuries,Affected,700.8906072,560.5212475,862.1222305
Jammu & Kashmir and Ladakh,15-49 years,Male,Transport injuries,Affected rank,2,,
Jammu & Kashmir and Ladakh,15-49 years,Male,Transport injuries,Affected,1765.630892,1435.601941,2160.326405
Jharkhand,15-49 years,Male,Transport injuries,Affected rank,3,,
Jharkhand,15-49 years,Male,Transport injuries,Affected,1775.258154,1436.931966,2176.650321
Karnataka,15-49 years,Male,Transport injuries,Affected rank,5,,
Karnataka,15-49 years,Male,Transport injuries,Affected,5529.91858,4476.220848,6623.358666
Kerala,15-49 years,Male,Transport injuries,Affected rank,4,,
Kerala,15-49 years,Male,Transport injuries,Affected,2005.260573,1648.280066,2413.972199
Madhya Pradesh,15-49 years,Male,Transport injuries,Affected rank,3,,
Madhya Pradesh,15-49 years,Male,Transport injuries,Affected,8950.318131,7325.426262,10650.86891
Maharashtra,15-49 years,Male,Transport injuries,Affected rank,4,,
Maharashtra,15-49 years,Male,Transport injuries,Affected,10048.33396,8212.448042,12091.7346
Manipur,15-49 years,Male,Transport injuries,Affected rank,5,,
Manipur,15-49 years,Male,Transport injuries,Affected,267.4285937,199.5073707,355.3065913
Meghalaya,15-49 years,Male,Transport injuries,Affected rank,8,,
Meghalaya,15-49 years,Male,Transport injuries,Affected,141.087373,103.2521593,189.5490487
Mizoram,15-49 years,Male,Transport injuries,Affected rank,4,,
Mizoram,15-49 years,Male,Transport injuries,Affected,90.28735245,64.04307483,125.6094687
Nagaland,15-49 years,Male,Transport injuries,Affected rank,7,,
Nagaland,15-49 years,Male,Transport injuries,Affected,87.06001821,60.18868407,116.3497637
Odisha,15-49 years,Male,Transport injuries,Affected rank,4,,
Odisha,15-49 years,Male,Transport injuries,Affected,3526.197686,2822.20113,4399.340585
Other Union Territories,15-49 years,Male,Transport injuries,Affected rank,5,,
Other Union Territories,15-49 years,Male,Transport injuries,Affected,266.1256858,189.7248838,364.2619807
Punjab,15-49 years,Male,Transport injuries,Affected rank,3,,
Punjab,15-49 years,Male,Transport injuries,Affected,3951.439952,3234.664855,4837.426204
Rajasthan,15-49 years,Male,Transport injuries,Affected rank,3,,
Rajasthan,15-49 years,Male,Transport injuries,Affected,8597.446719,7012.933652,10412.8764
Sikkim,15-49 years,Male,Transport injuries,Affected rank,4,,
Sikkim,15-49 years,Male,Transport injuries,Affected,38.57942421,28.09448984,54.28069016
Tamil Nadu,15-49 years,Male,Transport injuries,Affected rank,4,,
Tamil Nadu,15-49 years,Male,Transport injuries,Affected,8431.722543,6921.743664,10455.36196
Telangana,15-49 years,Male,Transport injuries,Affected rank,4,,
Telangana,15-49 years,Male,Transport injuries,Affected,3583.610377,2562.675708,4821.604492
Tripura,15-49 years,Male,Transport injuries,Affected rank,5,,
Tripura,15-49 years,Male,Transport injuries,Affected,221.6008226,162.6671877,295.1043128
Uttar Pradesh,15-49 years,Male,Transport injuries,Affected rank,3,,
Uttar Pradesh,15-49 years,Male,Transport injuries,Affected,26969.48534,21826.51098,32849.95182
Uttarakhand,15-49 years,Male,Transport injuries,Affected rank,3,,
Uttarakhand,15-49 years,Male,Transport injuries,Affected,2509.187821,1976.670917,3107.328239
West Bengal,15-49 years,Male,Transport injuries,Affected rank,5,,
West Bengal,15-49 years,Male,Transport injuries,Affected,5912.212374,4827.094955,7134.003039
Andhra Pradesh,15-49 years,Male,Unintentional injuries,Affected rank,6,,
Andhra Pradesh,15-49 years,Male,Unintentional injuries,Affected,2395.016757,1684.010276,3318.3221
Arunachal Pradesh,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Arunachal Pradesh,15-49 years,Male,Unintentional injuries,Affected,72.33912706,52.59930537,98.8354937
Assam,15-49 years,Male,Unintentional injuries,Affected rank,8,,
Assam,15-49 years,Male,Unintentional injuries,Affected,1983.362047,1579.257818,2450.746486
Bihar,15-49 years,Male,Unintentional injuries,Affected rank,5,,
Bihar,15-49 years,Male,Unintentional injuries,Affected,5924.312022,4096.408714,7780.273215
Chhattisgarh,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Chhattisgarh,15-49 years,Male,Unintentional injuries,Affected,2443.333454,1792.47801,3290.333802
Delhi,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Delhi,15-49 years,Male,Unintentional injuries,Affected,641.639864,445.5370282,819.1534131
Goa,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Goa,15-49 years,Male,Unintentional injuries,Affected,53.23919368,37.80425373,72.1877792
Gujarat,15-49 years,Male,Unintentional injuries,Affected rank,5,,
Gujarat,15-49 years,Male,Unintentional injuries,Affected,4314.882209,3289.336662,5293.603025
Haryana,15-49 years,Male,Unintentional injuries,Affected rank,8,,
Haryana,15-49 years,Male,Unintentional injuries,Affected,1410.437852,1033.135978,1788.812099
Himachal Pradesh,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Himachal Pradesh,15-49 years,Male,Unintentional injuries,Affected,459.8240959,300.2820905,620.1142181
Jammu & Kashmir and Ladakh,15-49 years,Male,Unintentional injuries,Affected rank,5,,
Jammu & Kashmir and Ladakh,15-49 years,Male,Unintentional injuries,Affected,638.6796057,427.4889746,820.3849453
Jharkhand,15-49 years,Male,Unintentional injuries,Affected rank,6,,
Jharkhand,15-49 years,Male,Unintentional injuries,Affected,1154.410984,846.4763484,1486.574336
Karnataka,15-49 years,Male,Unintentional injuries,Affected rank,6,,
Karnataka,15-49 years,Male,Unintentional injuries,Affected,3737.972032,2974.847506,4647.15269
Kerala,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Kerala,15-49 years,Male,Unintentional injuries,Affected,945.5572203,773.5740538,1144.269546
Madhya Pradesh,15-49 years,Male,Unintentional injuries,Affected rank,5,,
Madhya Pradesh,15-49 years,Male,Unintentional injuries,Affected,6746.939067,5118.1186,8555.490484
Maharashtra,15-49 years,Male,Unintentional injuries,Affected rank,6,,
Maharashtra,15-49 years,Male,Unintentional injuries,Affected,6640.144546,5234.723124,8195.142376
Manipur,15-49 years,Male,Unintentional injuries,Affected rank,9,,
Manipur,15-49 years,Male,Unintentional injuries,Affected,123.4881602,88.56425446,178.5726718
Meghalaya,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Meghalaya,15-49 years,Male,Unintentional injuries,Affected,152.7305855,114.5914927,204.5747557
Mizoram,15-49 years,Male,Unintentional injuries,Affected rank,8,,
Mizoram,15-49 years,Male,Unintentional injuries,Affected,48.20095678,30.59732533,69.6976191
Nagaland,15-49 years,Male,Unintentional injuries,Affected rank,9,,
Nagaland,15-49 years,Male,Unintentional injuries,Affected,70.13305898,46.5021798,98.5873655
Odisha,15-49 years,Male,Unintentional injuries,Affected rank,5,,
Odisha,15-49 years,Male,Unintentional injuries,Affected,3141.200069,2323.972662,4053.071305
Other Union Territories,15-49 years,Male,Unintentional injuries,Affected rank,8,,
Other Union Territories,15-49 years,Male,Unintentional injuries,Affected,171.1158119,118.6629402,239.5843327
Punjab,15-49 years,Male,Unintentional injuries,Affected rank,5,,
Punjab,15-49 years,Male,Unintentional injuries,Affected,1790.165212,1215.310765,2245.477013
Rajasthan,15-49 years,Male,Unintentional injuries,Affected rank,5,,
Rajasthan,15-49 years,Male,Unintentional injuries,Affected,4759.114748,3784.463509,5963.722102
Sikkim,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Sikkim,15-49 years,Male,Unintentional injuries,Affected,33.92726756,21.98417312,47.56085992
Tamil Nadu,15-49 years,Male,Unintentional injuries,Affected rank,6,,
Tamil Nadu,15-49 years,Male,Unintentional injuries,Affected,4518.031326,3481.88114,5767.364461
Telangana,15-49 years,Male,Unintentional injuries,Affected rank,6,,
Telangana,15-49 years,Male,Unintentional injuries,Affected,2475.790676,1658.656832,3400.472403
Tripura,15-49 years,Male,Unintentional injuries,Affected rank,8,,
Tripura,15-49 years,Male,Unintentional injuries,Affected,158.6823622,112.84762,225.4855885
Uttar Pradesh,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Uttar Pradesh,15-49 years,Male,Unintentional injuries,Affected,14191.49178,10672.28191,17617.44763
Uttarakhand,15-49 years,Male,Unintentional injuries,Affected rank,7,,
Uttarakhand,15-49 years,Male,Unintentional injuries,Affected,854.8476661,606.379118,1125.684844
West Bengal,15-49 years,Male,Unintentional injuries,Affected rank,7,,
West Bengal,15-49 years,Male,Unintentional injuries,Affected,4143.05339,3156.335801,5265.188359
Andhra Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,3,,
Andhra Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected,3993.943626,2513.216894,5492.605725
Arunachal Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,4,,
Arunachal Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected,125.5923311,94.25749763,166.8247056
Assam,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,5,,
Assam,15-49 years,Male,Self-harm and interpersonal violence,Affected,2443.760341,1959.497073,3064.674004
Bihar,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,7,,
Bihar,15-49 years,Male,Self-harm and interpersonal violence,Affected,4825.930057,3739.961894,6628.987863
Chhattisgarh,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,3,,
Chhattisgarh,15-49 years,Male,Self-harm and interpersonal violence,Affected,4376.272919,2993.310092,5634.124099
Delhi,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,6,,
Delhi,15-49 years,Male,Self-harm and interpersonal violence,Affected,697.1374671,514.874726,1005.069085
Goa,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,6,,
Goa,15-49 years,Male,Self-harm and interpersonal violence,Affected,58.76701557,43.09952577,81.35220681
Gujarat,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,4,,
Gujarat,15-49 years,Male,Self-harm and interpersonal violence,Affected,5147.503155,4236.566157,6117.159401
Haryana,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,4,,
Haryana,15-49 years,Male,Self-harm and interpersonal violence,Affected,1987.821505,1608.702634,2417.613476
Himachal Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,5,,
Himachal Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected,536.2820101,422.8415733,662.8467336
Jammu & Kashmir and Ladakh,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,8,,
Jammu & Kashmir and Ladakh,15-49 years,Male,Self-harm and interpersonal violence,Affected,543.8926,443.8683563,736.7772007
Jharkhand,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,9,,
Jharkhand,15-49 years,Male,Self-harm and interpersonal violence,Affected,964.9111177,755.5268969,1278.215611
Karnataka,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,3,,
Karnataka,15-49 years,Male,Self-harm and interpersonal violence,Affected,7893.591863,4725.378284,9641.686388
Kerala,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,3,,
Kerala,15-49 years,Male,Self-harm and interpersonal violence,Affected,2354.407631,1207.301282,2895.217428
Madhya Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,4,,
Madhya Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected,8538.396025,6858.150488,10300.52447
Maharashtra,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,5,,
Maharashtra,15-49 years,Male,Self-harm and interpersonal violence,Affected,9082.704423,7266.377956,10980.80751
Manipur,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,4,,
Manipur,15-49 years,Male,Self-harm and interpersonal violence,Affected,315.9102571,235.4593402,427.4674731
Meghalaya,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,5,,
Meghalaya,15-49 years,Male,Self-harm and interpersonal violence,Affected,182.0614565,134.5534423,275.8275549
Mizoram,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,9,,
Mizoram,15-49 years,Male,Self-harm and interpersonal violence,Affected,43.988618,31.04277819,62.83927451
Nagaland,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,8,,
Nagaland,15-49 years,Male,Self-harm and interpersonal violence,Affected,83.02403335,59.68982473,132.4156585
Odisha,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,6,,
Odisha,15-49 years,Male,Self-harm and interpersonal violence,Affected,2989.798937,2360.485401,3808.802855
Other Union Territories,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,4,,
Other Union Territories,15-49 years,Male,Self-harm and interpersonal violence,Affected,281.1515562,199.7945181,393.8863575
Punjab,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,7,,
Punjab,15-49 years,Male,Self-harm and interpersonal violence,Affected,1536.077729,1222.176242,2013.542326
Rajasthan,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,4,,
Rajasthan,15-49 years,Male,Self-harm and interpersonal violence,Affected,4948.06189,4007.967875,6115.442357
Sikkim,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,5,,
Sikkim,15-49 years,Male,Self-harm and interpersonal violence,Affected,38.35872685,27.58335168,52.47685951
