Area,Age,M/F,Cause of death or injury,Measure,"Value per 100,000",Lower bound,Upper bound
Other Union Territories,70+ years,Male,Transport injuries,Affected,39.54025571,27.57107496,55.14866117
Punjab,70+ years,Male,Transport injuries,Affected rank,12,,
Punjab,70+ years,Male,Transport injuries,Affected,646.6348335,506.5661761,802.6544028
Rajasthan,70+ years,Male,Transport injuries,Affected rank,11,,
Rajasthan,70+ years,Male,Transport injuries,Affected,958.2104281,747.0629583,1183.883899
Sikkim,70+ years,Male,Transport injuries,Affected rank,12,,
Sikkim,70+ years,Male,Transport injuries,Affected,6.080611094,4.366078252,8.388561795
Tamil Nadu,70+ years,Male,Transport injuries,Affected rank,11,,
Tamil Nadu,70+ years,Male,Transport injuries,Affected,1799.065549,1444.090562,2255.083161
Telangana,70+ years,Male,Transport injuries,Affected rank,12,,
Telangana,70+ years,Male,Transport injuries,Affected,692.6052891,502.6298592,919.5409386
Tripura,70+ years,Male,Transport injuries,Affected rank,13,,
Tripura,70+ years,Male,Transport injuries,Affected,37.20099855,27.19770608,49.94696992
Uttar Pradesh,70+ years,Male,Transport injuries,Affected rank,12,,
Uttar Pradesh,70+ years,Male,Transport injuries,Affected,2985.743063,2306.194926,3711.085412
Uttarakhand,70+ years,Male,Transport injuries,Affected rank,11,,
Uttarakhand,70+ years,Male,Transport injuries,Affected,262.4754984,203.4974819,329.7962684
West Bengal,70+ years,Male,Transport injuries,Affected rank,12,,
West Bengal,70+ years,Male,Transport injuries,Affected,1143.031181,903.3944692,1417.199813
Andhra Pradesh,70+ years,Male,Unintentional injuries,Affected rank,8,,
Andhra Pradesh,70+ years,Male,Unintentional injuries,Affected,4200.234609,2958.789209,5798.611895
Arunachal Pradesh,70+ years,Male,Unintentional injuries,Affected rank,10,,
Arunachal Pradesh,70+ years,Male,Unintentional injuries,Affected,59.94800783,39.38068368,92.73785399
Assam,70+ years,Male,Unintentional injuries,Affected rank,10,,
Assam,70+ years,Male,Unintentional injuries,Affected,1161.911498,853.5767438,1680.567311
Bihar,70+ years,Male,Unintentional injuries,Affected rank,8,,
Bihar,70+ years,Male,Unintentional injuries,Affected,7192.782702,5147.724701,9473.649492
Chhattisgarh,70+ years,Male,Unintentional injuries,Affected rank,9,,
Chhattisgarh,70+ years,Male,Unintentional injuries,Affected,1688.834625,1326.874885,2167.634776
Delhi,70+ years,Male,Unintentional injuries,Affected rank,8,,
Delhi,70+ years,Male,Unintentional injuries,Affected,683.8905403,476.398009,887.7284494
Goa,70+ years,Male,Unintentional injuries,Affected rank,8,,
Goa,70+ years,Male,Unintentional injuries,Affected,134.8673223,89.0373943,192.6848335
Gujarat,70+ years,Male,Unintentional injuries,Affected rank,7,,
Gujarat,70+ years,Male,Unintentional injuries,Affected,3885.058377,3083.881012,4802.344185
Haryana,70+ years,Male,Unintentional injuries,Affected rank,9,,
Haryana,70+ years,Male,Unintentional injuries,Affected,1211.648202,929.2568005,1563.211684
Himachal Pradesh,70+ years,Male,Unintentional injuries,Affected rank,7,,
Himachal Pradesh,70+ years,Male,Unintentional injuries,Affected,674.4851214,436.5173131,913.4297926
Jammu & Kashmir and Ladakh,70+ years,Male,Unintentional injuries,Affected rank,9,,
Jammu & Kashmir and Ladakh,70+ years,Male,Unintentional injuries,Affected,621.7912073,453.5726315,967.4627664
Jharkhand,70+ years,Male,Unintentional injuries,Affected rank,10,,
Jharkhand,70+ years,Male,Unintentional injuries,Affected,1141.680405,846.3786424,1439.900195
Karnataka,70+ years,Male,Unintentional injuries,Affected rank,8,,
Karnataka,70+ years,Male,Unintentional injuries,Affected,3997.998,3144.6183,4967.89834
Kerala,70+ years,Male,Unintentional injuries,Affected rank,8,,
Kerala,70+ years,Male,Unintentional injuries,Affected,2574.418485,2060.739432,3196.465283
Madhya Pradesh,70+ years,Male,Unintentional injuries,Affected rank,8,,
Madhya Pradesh,70+ years,Male,Unintentional injuries,Affected,4062.732067,3186.518124,5154.745571
Maharashtra,70+ years,Male,Unintentional injuries,Affected rank,9,,
Maharashtra,70+ years,Male,Unintentional injuries,Affected,8008.4497,6116.102127,9913.282086
Manipur,70+ years,Male,Unintentional injuries,Affected rank,10,,
Manipur,70+ years,Male,Unintentional injuries,Affected,111.2696792,67.34608472,198.8318273
Meghalaya,70+ years,Male,Unintentional injuries,Affected rank,10,,
Meghalaya,70+ years,Male,Unintentional injuries,Affected,110.8859358,74.51996062,167.0176985
Mizoram,70+ years,Male,Unintentional injuries,Affected rank,9,,
Mizoram,70+ years,Male,Unintentional injuries,Affected,55.36593242,40.5610079,74.62416708
Nagaland,70+ years,Male,Unintentional injuries,Affected rank,8,,
Nagaland,70+ years,Male,Unintentional injuries,Affected,99.06660297,70.95857659,134.069552
Odisha,70+ years,Male,Unintentional injuries,Affected rank,9,,
Odisha,70+ years,Male,Unintentional injuries,Affected,4082.643729,3028.845349,5199.381358
Other Union Territories,70+ years,Male,Unintentional injuries,Affected rank,8,,
Other Union Territories,70+ years,Male,Unintentional injuries,Affected,210.2724772,117.2885356,311.4737567
Punjab,70+ years,Male,Unintentional injuries,Affected rank,9,,
Punjab,70+ years,Male,Unintentional injuries,Affected,1795.663732,1385.211148,2403.101875
Rajasthan,70+ years,Male,Unintentional injuries,Affected rank,8,,
Rajasthan,70+ years,Male,Unintentional injuries,Affected,2727.331318,1882.518637,4164.970628
Sikkim,70+ years,Male,Unintentional injuries,Affected rank,8,,
Sikkim,70+ years,Male,Unintentional injuries,Affected,47.13447176,30.51448169,65.00386272
Tamil Nadu,70+ years,Male,Unintentional injuries,Affected rank,7,,
Tamil Nadu,70+ years,Male,Unintentional injuries,Affected,7886.45797,4381.370817,10862.76527
Telangana,70+ years,Male,Unintentional injuries,Affected rank,7,,
Telangana,70+ years,Male,Unintentional injuries,Affected,3045.631533,2149.848846,4056.378973
Tripura,70+ years,Male,Unintentional injuries,Affected rank,10,,
Tripura,70+ years,Male,Unintentional injuries,Affected,132.6738671,79.35681319,240.451297
Uttar Pradesh,70+ years,Male,Unintentional injuries,Affected rank,8,,
Uttar Pradesh,70+ years,Male,Unintentional injuries,Affected,12885.57058,10178.14069,15906.03051
Uttarakhand,70+ years,Male,Unintentional injuries,Affected rank,8,,
Uttarakhand,70+ years,Male,Unintentional injuries,Affected,641.0216786,499.245196,796.3039311
West Bengal,70+ years,Male,Unintentional injuries,Affected rank,9,,
West Bengal,70+ years,Male,Unintentional injuries,Affected,4694.308156,3551.737276,6340.216189
Andhra Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Andhra Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected,615.8491707,354.9486377,880.3164701
Arunachal Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Arunachal Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected,8.279792815,5.939574762,11.05276698
Assam,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Assam,70+ years,Male,Self-harm and interpersonal violence,Affected,146.8021023,111.7154825,186.930058
Bihar,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Bihar,70+ years,Male,Self-harm and interpersonal violence,Affected,655.3910545,478.1865978,850.8019993
Chhattisgarh,70+ years,Male,Self-harm and interpersonal violence,Affected rank,13,,
Chhattisgarh,70+ years,Male,Self-harm and interpersonal violence,Affected,348.2101412,234.7435988,452.3681408
Delhi,70+ years,Male,Self-harm and interpersonal violence,Affected rank,16,,
Delhi,70+ years,Male,Self-harm and interpersonal violence,Affected,55.19055399,42.17452811,77.17911324
Goa,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Goa,70+ years,Male,Self-harm and interpersonal violence,Affected,11.04029302,8.098969227,14.8515796
Gujarat,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Gujarat,70+ years,Male,Self-harm and interpersonal violence,Affected,390.118727,298.9895254,489.2472384
Haryana,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Haryana,70+ years,Male,Self-harm and interpersonal violence,Affected,152.3249759,117.142654,195.3997361
Himachal Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected rank,13,,
Himachal Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected,57.69119815,42.87113478,73.88849478
Jammu & Kashmir and Ladakh,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Jammu & Kashmir and Ladakh,70+ years,Male,Self-harm and interpersonal violence,Affected,46.71707279,34.86664386,68.86083948
Jharkhand,70+ years,Male,Self-harm and interpersonal violence,Affected rank,15,,
Jharkhand,70+ years,Male,Self-harm and interpersonal violence,Affected,90.19705658,66.068868,138.5117011
Karnataka,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Karnataka,70+ years,Male,Self-harm and interpersonal violence,Affected,754.4036832,398.1902106,959.4799643
Kerala,70+ years,Male,Self-harm and interpersonal violence,Affected rank,12,,
Kerala,70+ years,Male,Self-harm and interpersonal violence,Affected,647.6576589,232.155851,827.8082521
Madhya Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Madhya Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected,550.2058137,419.7986167,683.5685814
Maharashtra,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Maharashtra,70+ years,Male,Self-harm and interpersonal violence,Affected,964.335059,713.8583622,1189.506385
Manipur,70+ years,Male,Self-harm and interpersonal violence,Affected rank,13,,
Manipur,70+ years,Male,Self-harm and interpersonal violence,Affected,30.2670033,21.77080234,41.06493067
Meghalaya,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Meghalaya,70+ years,Male,Self-harm and interpersonal violence,Affected,11.13917225,7.860207761,16.61385588
Mizoram,70+ years,Male,Self-harm and interpersonal violence,Affected rank,18,,
Mizoram,70+ years,Male,Self-harm and interpersonal violence,Affected,3.982648265,2.744462251,5.97951057
Nagaland,70+ years,Male,Self-harm and interpersonal violence,Affected rank,17,,
Nagaland,70+ years,Male,Self-harm and interpersonal violence,Affected,5.5099712,3.632829369,11.55541056
Odisha,70+ years,Male,Self-harm and interpersonal violence,Affected rank,15,,
Odisha,70+ years,Male,Self-harm and interpersonal violence,Affected,298.2886955,224.7401519,422.2880038
Other Union Territories,70+ years,Male,Self-harm and interpersonal violence,Affected rank,13,,
Other Union Territories,70+ years,Male,Self-harm and interpersonal violence,Affected,24.60544017,15.56177379,33.89370211
Punjab,70+ years,Male,Self-harm and interpersonal violence,Affected rank,16,,
Punjab,70+ years,Male,Self-harm and interpersonal violence,Affected,128.7003579,94.77879982,196.3725905
Rajasthan,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Rajasthan,70+ years,Male,Self-harm and interpersonal violence,Affected,332.9272426,261.2230406,430.8979941
Sikkim,70+ years,Male,Self-harm and interpersonal violence,Affected rank,15,,
Sikkim,70+ years,Male,Self-harm and interpersonal violence,Affected,3.597278719,2.492131726,5.009207559
Tamil Nadu,70+ years,Male,Self-harm and interpersonal violence,Affected rank,13,,
Tamil Nadu,70+ years,Male,Self-harm and interpersonal violence,Affected,1208.461732,618.5264276,1587.966718
Telangana,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Telangana,70+ years,Male,Self-harm and interpersonal violence,Affected,479.1196752,279.8237328,672.1170143
Tripura,70+ years,Male,Self-harm and interpersonal violence,Affected rank,12,,
Tripura,70+ years,Male,Self-harm and interpersonal violence,Affected,44.9647396,21.90675271,61.05677303
Uttar Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected rank,14,,
Uttar Pradesh,70+ years,Male,Self-harm and interpersonal violence,Affected,1327.32136,1035.596637,1712.605342
Uttarakhand,70+ years,Male,Self-harm and interpersonal violence,Affected rank,15,,
Uttarakhand,70+ years,Male,Self-harm and interpersonal violence,Affected,68.18079099,52.48270018,91.60981667
West Bengal,70+ years,Male,Self-harm and interpersonal violence,Affected rank,13,,
West Bengal,70+ years,Male,Self-harm and interpersonal violence,Affected,827.045443,532.3921207,1028.992104
Andhra Pradesh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,19,,
Andhra Pradesh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,99.66226192,46.87738765,201.4746713
Arunachal Pradesh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Arunachal Pradesh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,0.121044046,0.041535348,0.374766452
Assam,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Assam,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,4.136980963,1.611507449,10.14982856
Bihar,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Bihar,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,23.89099984,12.9255584,40.566568
Chhattisgarh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Chhattisgarh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,8.47420775,3.688047404,14.93541651
Delhi,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Delhi,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,18.00894655,5.38379128,59.69754464
Goa,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Goa,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,0.524233509,0.29829066,0.859452201
Gujarat,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Gujarat,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,16.88726022,8.560847862,31.72045751
Haryana,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Haryana,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,16.01653945,5.474266591,37.94095771
Himachal Pradesh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Himachal Pradesh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,1.657546135,0.817279137,2.889507586
Jammu & Kashmir and Ladakh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Jammu & Kashmir and Ladakh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,5.766469489,1.723162749,11.08120331
Jharkhand,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Jharkhand,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,7.272820369,3.845363885,13.22661993
Karnataka,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Karnataka,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,60.23753356,28.51519524,119.9850635
Kerala,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Kerala,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,5.875437709,2.89643774,17.97776377
Madhya Pradesh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Madhya Pradesh,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,24.70366092,9.218223628,55.56893744
Maharashtra,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Maharashtra,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,88.60635622,14.86593645,237.949688
Manipur,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Manipur,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,3.671771155,1.511038648,6.729394664
Meghalaya,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Meghalaya,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,0.287612904,0.144007218,0.51984619
Mizoram,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,19,,
Mizoram,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,1.36419466,0.611309527,2.286767405
Nagaland,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,18,,
Nagaland,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,1.973865937,0.734040646,4.101380206
Odisha,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Odisha,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected,12.55181728,5.728039022,23.50234091
Other Union Territories,70+ years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
